shotID,sessionID,uniqueid,lineCallType,id,playingPlayerID,receivingPlayerID,in_out,review,status,x,y,ballSpeed,impactSpeed,netHeight,spin,playingx,playingy,receivingx,receivingy,shotType,timestamp,TimeSinceLast,bitNet,bounce_x,bounce_y,bounce_playerPosition_x,bounce_playerPosition_y,bounce2ago_x,bounce2ago_y,stroke,MachineSetting,ServeSide,Type
1026014,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,25.23,3.51,60.381,43.129,0.918,0,-32.894,6.279,50,-6.812,NA,1570808915.776,1.3589999675750732,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026015,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,1,NA,-36.006,-4.003,43.682,31.201,5.16,0,48.195,-4.823,-27.841,7.341,NA,1570808920.836,5.059999942779541,0,25.23,3.51,50,-6.812,30.494,3.208,Forehand,Narrow 60 MPH,NA,Cross Court
1026016,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.998,2.624,64.344,45.96,1.831,0,-30.128,5.949,50,-2.592,NA,1570808922.348,1.5120000839233398,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026017,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,1,NA,-36.01,7.754,70.345,50.247,3.461,0,47.95,-3.523,-28.055,7.157,NA,1570808927.017,4.668999910354614,0,30.998,2.624,50,-2.592,25.23,3.51,Forehand,Narrow 60 MPH,NA,Down the Line
1026018,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,28.746,3.396,57.547,41.105,1.63,0,-28.055,7.157,50,-1.027,NA,1570808928.397,1.380000114440918,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026019,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,0,0,NA,-39.569,17.859,48.862,34.901,7.165,0,49.589,-2.058,-28.055,7.157,NA,1570808930.136,1.738999843597412,0,28.746,3.396,50,-1.027,30.998,2.624,Forehand,Narrow 60 MPH,NA,Down the Line
1026019,12205,89ab63cd469b0589,0,0,Ball Machine,Ball Machine,0,0,NA,0,8.202,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026020,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-29.803,4.145,49.974,35.696,3.94,0,47.117,-5.7,-28.055,7.157,NA,1570808933.346,3.2100000381469727,0,0,8.202,NA,NA,28.746,3.396,Forehand,Narrow 60 MPH,NA,Down the Line
1026021,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.453,1.949,61.95,44.25,1.856,0,-28.055,7.157,50,-4.177,NA,1570808934.983,1.6370000839233398,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026022,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-33.262,9.35,53.027,37.876,4.526,0,48.92,-5.152,-28.055,7.157,NA,1570808936.651,1.6679999828338623,0,29.453,1.949,50,-4.177,0,8.202,Forehand,Narrow 60 MPH,NA,Down the Line
1026023,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.956,-1.706,64.692,46.209,1.265,0,-28.055,7.157,50,-13.111,NA,1570808938.011,1.3599998950958252,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026024,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-18.645,8.365,66.79,47.707,0.434,0,50,-4.795,-25.041,10.058,NA,1570808942.540,4.5290000438690186,0,29.956,-1.706,50,-13.111,29.453,1.949,Forehand,Narrow 60 MPH,NA,Cross Court
1026025,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.463,-1.046,70.607,50.433,1.369,0,-25.041,10.058,50,-6.678,NA,1570808944.258,1.7179999351501465,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026025,12205,89ab63cd469b0589,0,1,Michael,Michael,0,0,NA,0,7.754,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,30.463,-1.046,50,-6.678,29.956,-1.706,Forehand,Narrow 60 MPH,NA,Cross Court
1026026,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.834,3.293,63.892,45.637,1.591,0,-19.366,13.572,50,-2.571,NA,1570808947.355,3.0970001220703125,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026027,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-25.563,4.309,78.252,55.894,0.792,0,49.763,-2.788,-19.366,13.572,NA,1570808948.708,1.3529999256134033,0,29.834,3.293,50,-2.571,30.463,-1.046,Forehand,Narrow 60 MPH,NA,Down the Line
1026028,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.178,-1.793,58.385,41.704,1.322,0,-19.366,13.572,50,-10.162,NA,1570808950.474,1.7660000324249268,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026029,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-25.569,4.692,68.066,48.619,1.629,0,50,-4.173,-26.594,6.602,NA,1570808954.876,4.4019999504089355,0,31.178,-1.793,50,-10.162,29.834,3.293,Forehand,Narrow 60 MPH,NA,Cross Court
1026030,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.4,-2.113,57.312,40.937,1.411,0,-26.594,6.602,50,-11.845,NA,1570808956.593,1.7170000076293945,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026030,12205,89ab63cd469b0589,0,1,Michael,Michael,0,0,NA,0,14.864,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,29.4,-2.113,50,-11.845,31.178,-1.793,Forehand,Narrow 60 MPH,NA,Cross Court
1026031,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.323,3.007,66.658,47.613,1.495,0,-38.912,3.917,50,-6.258,NA,1570808959.740,3.1470000743865967,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026032,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,0,1,NA,-39.428,9.539,41.791,29.851,6.378,0,47.386,-3.153,-37.418,4.664,NA,1570808961.371,1.63100004196167,0,31.323,3.007,50,-6.258,29.4,-2.113,Forehand,Narrow 60 MPH,NA,Down the Line
1026033,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,32.519,-1.845,61.038,43.598,1.781,0,-38.913,3.921,50,-8.329,NA,1570808962.828,1.4570000171661377,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026033,12205,89ab63cd469b0589,0,1,Michael,Michael,0,0,NA,0,4.145,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,32.519,-1.845,50,-8.329,31.323,3.007,Forehand,Narrow 60 MPH,NA,Cross Court
1026034,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,28.315,3.293,59.342,42.387,1.345,0,-27.574,4.066,49.277,-1.693,NA,1570808965.783,2.9549999237060547,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026035,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-19.248,6.111,65.836,47.026,0.125,0,47.88,-2.231,-27.574,4.066,NA,1570808967.096,1.312999963760376,0,28.315,3.293,49.277,-1.693,32.519,-1.845,Forehand,Narrow 60 MPH,NA,Down the Line
1026036,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.724,-2.254,65.279,46.628,1.98,0,-27.574,4.066,50,-19.136,NA,1570808968.939,1.8429999351501465,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026037,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-27.211,0.606,62.61,44.721,1.599,0,46.137,-4.825,-27.574,4.066,NA,1570808970.310,1.371000051498413,0,31.724,-2.254,50,-19.136,28.315,3.293,Forehand,Narrow 60 MPH,NA,Cross Court
1026038,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.718,3.069,62.658,44.756,1.528,0,-27.574,4.066,50,-4.188,NA,1570808972.062,1.752000093460083,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026039,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,1,NA,-38.551,2.186,61.95,44.25,4.359,0,45.714,-3.248,-27.574,4.066,NA,1570808973.605,1.5429999828338623,0,31.718,3.069,50,-4.188,31.724,-2.254,Forehand,Narrow 60 MPH,NA,Down the Line
1026039,12205,89ab63cd469b0589,0,0,Ball Machine,Ball Machine,0,1,NA,0,13.013,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026040,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-33.968,-4.058,72.829,52.021,2.046,0,47.954,-4.997,-27.574,4.066,NA,1570808976.452,2.8469998836517334,0,0,13.013,NA,NA,31.718,3.069,Forehand,Narrow 60 MPH,NA,Cross Court
1026040,12205,89ab63cd469b0589,0,0,Ball Machine,Ball Machine,0,0,NA,0,6.787,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026041,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-32.696,-0.3,54.591,38.994,3.186,0,46.351,-4.118,-17.385,13.607,NA,1570808982.718,6.266000032424927,0,0,6.787,NA,NA,0,13.013,Forehand,Narrow 60 MPH,NA,Cross Court
1026042,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.109,2.569,61.964,44.26,1.998,0,-17.385,13.607,50,-5.724,NA,1570808984.276,1.558000087738037,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026043,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-24.7,7.464,69.441,49.601,1.33,0,48.462,-4.021,-17.385,13.607,NA,1570808985.608,1.3320000171661377,0,31.109,2.569,50,-5.724,0,6.787,Forehand,Narrow 60 MPH,NA,Down the Line
1026043,12205,89ab63cd469b0589,0,0,Ball Machine,Ball Machine,0,0,NA,0,9.539,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026044,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-25.89,10.042,72.432,51.737,0.468,0,44.54,-5.35,-17.385,13.607,NA,1570808988.578,2.9700000286102295,0,0,9.539,NA,NA,31.109,2.569,Forehand,Narrow 60 MPH,NA,Down the Line
1026045,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.944,3.182,67.578,48.27,1.243,0,-17.385,13.607,50,-9.752,NA,1570808990.405,1.8269999027252197,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026046,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-24.756,4.258,67.312,48.08,0.449,0,47.018,-5.03,-22.516,12.514,NA,1570808997.481,7.075999975204468,0,29.944,3.182,50,-9.752,0,9.539,Forehand,Narrow 60 MPH,NA,Down the Line
1026047,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,26.875,2.563,57.984,41.417,1.3,0,-22.516,12.514,50,-6.534,NA,1570808999.162,1.680999994277954,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026048,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-30.445,8.378,62.012,44.294,3.126,0,48.712,-4.727,-22.516,12.514,NA,1570809000.774,1.6119999885559082,0,26.875,2.563,50,-6.534,29.944,3.182,Forehand,Narrow 60 MPH,NA,Down the Line
1026049,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.439,2.714,61.573,43.98,1.487,0,-22.516,12.514,50,-16.904,NA,1570809005.220,4.446000099182129,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026050,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-30.502,4.253,52.766,37.69,3.714,0,50,-6.96,-22.516,12.514,NA,1570809006.742,1.5220000743865967,0,29.439,2.714,50,-16.904,26.875,2.563,Forehand,Narrow 60 MPH,NA,Down the Line
1026050,12205,89ab63cd469b0589,0,0,Ball Machine,Ball Machine,0,0,NA,0,7.69,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026051,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-34.88,8.967,65.905,47.075,3.039,0,48.437,-3.323,-22.516,12.514,NA,1570809009.775,3.0329999923706055,0,0,7.69,NA,NA,29.439,2.714,Forehand,Narrow 60 MPH,NA,Down the Line
1026052,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.444,3.556,55.951,39.965,1.882,0,-22.516,12.514,50,-4.703,NA,1570809011.271,1.495999813079834,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026052,12205,89ab63cd469b0589,0,1,Michael,Michael,0,0,NA,0,8.365,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,31.444,3.556,50,-4.703,0,7.69,Forehand,Narrow 60 MPH,NA,Down the Line
1026053,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.217,-0.651,60.098,42.927,1.456,0,-22.516,12.514,50,-20,NA,1570809014.329,3.058000087738037,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026054,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,0,0,NA,-50.661,10.615,27.657,19.755,0,0,47.173,-3.165,-22.516,12.514,NA,1570809015.984,1.6549999713897705,0,31.217,-0.651,50,-20,31.444,3.556,Forehand,Narrow 60 MPH,NA,Cross Court
1026055,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.175,-2.213,58.64,41.886,1.531,0,-21.241,7.979,48.015,-4.514,NA,1570809020.224,4.240000009536743,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026055,12205,89ab63cd469b0589,0,1,Michael,Michael,0,0,NA,0,8.207,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,30.175,-2.213,48.015,-4.514,31.217,-0.651,Forehand,Narrow 60 MPH,NA,Cross Court
1026056,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.383,3.09,61.243,43.745,1.711,0,-19.395,7.121,49.385,-1.966,NA,1570809023.258,3.0339999198913574,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026057,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-15.815,2.591,57.515,41.082,0.042,0,46.844,-6.06,-25.27,6.84,NA,1570809027.610,4.351999998092651,0,30.383,3.09,49.385,-1.966,30.175,-2.213,Forehand,Narrow 60 MPH,NA,Down the Line
1026058,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.105,3.431,62.682,44.773,1.682,0,-25.27,6.84,50,-3.278,NA,1570809029.357,1.7470002174377441,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026059,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-29.792,4.72,73.967,52.833,1.954,0,46.995,-2.784,-24.954,7.138,NA,1570809030.775,1.4179999828338623,0,30.105,3.431,50,-3.278,30.383,3.09,Forehand,Narrow 60 MPH,NA,Down the Line
1026059,12205,89ab63cd469b0589,0,0,Ball Machine,Ball Machine,0,0,NA,0,8.949,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026060,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-24.82,4.212,69.969,49.978,0.455,0,43.334,-4.144,-24.954,7.138,NA,1570809033.553,2.7779998779296875,0,0,8.949,NA,NA,30.105,3.431,Forehand,Narrow 60 MPH,NA,Down the Line
1026061,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.694,3.859,62.344,44.532,1.443,0,-24.954,7.138,50,-3.698,NA,1570809035.237,1.684000015258789,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026062,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-19.02,3.91,62.482,44.63,0.159,0,47.774,-3.295,-24.954,7.138,NA,1570809036.394,1.1570000648498535,0,30.694,3.859,50,-3.698,0,8.949,Forehand,Narrow 60 MPH,NA,Down the Line
1026063,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,20.041,-9.74,72.118,51.513,1.79,0,-24.954,7.138,48.656,-5.607,NA,1570809037.954,1.559999942779541,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026064,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-17.372,1.288,60.203,43.002,0.041,0,44.323,-3.454,-24.954,7.138,NA,1570809039.444,1.4900000095367432,0,20.041,-9.74,48.656,-5.607,30.694,3.859,Forehand,Narrow 60 MPH,NA,Cross Court
1026065,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,28.774,4.382,64.092,45.78,1.277,0,-24.954,7.138,49.545,-0.799,NA,1570809041.129,1.684999942779541,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026066,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,1,NA,-37.502,7.69,75.099,53.642,2.586,0,49.199,-4.154,-24.954,7.138,NA,1570809042.579,1.4500000476837158,0,28.774,4.382,49.545,-0.799,20.041,-9.74,Forehand,Narrow 60 MPH,NA,Down the Line
1026067,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,32.715,-2.55,71.522,51.087,2.03,0,-24.954,7.138,48.218,-5.86,NA,1570809044.223,1.6440000534057617,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026068,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-31.257,3.169,67.621,48.301,2.322,0,45.591,-5.666,-24.954,7.138,NA,1570809045.686,1.4630000591278076,0,32.715,-2.55,48.218,-5.86,28.774,4.382,Forehand,Narrow 60 MPH,NA,Cross Court
1026069,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.88,3.103,65.083,46.488,1.397,0,-24.954,7.138,50,-3.331,NA,1570809047.153,1.4670000076293945,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026070,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,4,NA,-32.047,12.646,71.48,51.057,2.68,0,49.916,-5.335,-24.954,7.138,NA,1570809048.656,1.5029997825622559,0,29.88,3.103,50,-3.331,32.715,-2.55,Forehand,Narrow 60 MPH,NA,Down the Line
1026071,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.992,-2.495,61.486,43.919,1.654,0,-24.954,7.138,50,-7.906,NA,1570809050.049,1.3930001258850098,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026072,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,4,NA,-30.965,12.951,70.229,50.164,2.207,0,45.806,-5.662,-24.954,7.138,NA,1570809051.477,1.4279999732971191,0,30.992,-2.495,50,-7.906,29.88,3.103,Forehand,Narrow 60 MPH,NA,Cross Court
1026073,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.183,2.761,128.884,92.06,1.447,0,-24.954,7.138,42.908,0.229,NA,1570809053.016,1.5390000343322754,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026074,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,0,0,NA,-48.52,3.546,71.435,51.025,4.896,0,50,-4.049,-26.572,2.24,NA,1570809057.649,4.632999897003174,0,30.183,2.761,42.908,0.229,30.992,-2.495,Forehand,Narrow 60 MPH,NA,Down the Line
1026075,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,28.822,2.943,121.547,86.819,1.632,0,-26.572,2.24,50,-2.264,NA,1570809058.875,1.2260000705718994,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026076,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,0,0,NA,-43.818,3.825,66.434,47.453,5.439,0,44.778,-3.433,-26.572,2.24,NA,1570809060.563,1.687999963760376,0,28.822,2.943,50,-2.264,30.183,2.761,Forehand,Narrow 60 MPH,NA,Down the Line
1026077,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,32.708,-2.033,63.126,45.09,1.474,0,-26.572,2.24,50,-9.35,NA,1570809061.831,1.2680001258850098,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026077,12205,89ab63cd469b0589,0,1,Michael,Michael,0,0,NA,0,7.638,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,32.708,-2.033,50,-9.35,28.822,2.943,Forehand,Narrow 60 MPH,NA,Cross Court
1026078,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.724,2.851,62.775,44.84,1.763,0,-26.572,2.24,50,-2.238,NA,1570809064.731,2.8999998569488525,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026079,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-22.554,2.366,64.149,45.821,1.606,0,48.246,-3.048,-26.572,2.24,NA,1570809066.121,1.3900001049041748,0,31.724,2.851,50,-2.238,32.708,-2.033,Forehand,Narrow 60 MPH,NA,Down the Line
1026081,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.074,4.081,63.416,45.297,1.516,0,-22.238,-16.002,50,-2.277,NA,1570809333.446,267.3250000476837,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026081,12205,89ab63cd469b0589,0,1,Michael,Michael,0,0,NA,0,11.606,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,29.074,4.081,50,-2.277,31.724,2.851,Forehand,Narrow 60 MPH,NA,Down the Line
1026082,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,32.322,-2.926,63.175,45.125,1.527,0,-22.499,-2.511,42.81,-1.099,NA,1570809337.046,3.5999999046325684,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026083,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-25.241,-1.153,49.812,35.58,1.493,0,43.041,-1.472,-22.499,-2.511,NA,1570809338.290,1.24399995803833,0,32.322,-2.926,42.81,-1.099,29.074,4.081,Backhand,Narrow 60 MPH,NA,Down the Line
1026084,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,29.311,2.245,63.16,45.114,1.473,0,-22.499,-2.511,50,-8.964,NA,1570809340.276,1.9860000610351563,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026085,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-34.557,7.022,58.487,41.776,3.674,0,47.262,-1.589,-22.499,-2.511,NA,1570809341.812,1.5360000133514404,0,29.311,2.245,50,-8.964,32.322,-2.926,Forehand,Narrow 60 MPH,NA,Down the Line
1026086,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,32.498,-2.391,63.837,45.598,1.833,0,-22.499,-2.511,46.111,-0.45,NA,1570809343.713,1.9010000228881836,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026087,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-25.359,3.223,58.585,41.846,1.777,0,45.864,-1.476,-35.85,-19.618,NA,1570809345.068,1.3550000190734863,0,32.498,-2.391,46.111,-0.45,29.311,2.245,Backhand,Narrow 60 MPH,NA,Cross Court
1026088,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,27.067,1.548,59.957,42.827,1.144,0,-43.092,-20,50,-3.971,NA,1570809347.149,2.0809998512268066,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026089,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,0,0,NA,-46.34,3.645,47.195,33.71,7.898,0,45.912,-0.466,-43.092,-20,NA,1570809348.956,1.8070001602172852,0,27.067,1.548,50,-3.971,32.498,-2.391,Forehand,Narrow 60 MPH,NA,Down the Line
1026090,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.734,-3.196,60.322,43.087,1.723,0,-43.092,-20,45.714,-1.486,NA,1570809350.519,1.562999963760376,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026091,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-16.741,8.026,45.015,32.154,1.769,0,45.969,-2.513,-43.092,-20,NA,1570809351.976,1.4570000171661377,0,30.734,-3.196,45.714,-1.486,27.067,1.548,Backhand,Narrow 60 MPH,NA,Cross Court
1026092,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,31.221,2.24,69.003,49.288,1.439,0,-43.092,-20,50,-20,NA,1570809353.803,1.8269999027252197,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026093,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-32.05,3.85,61.914,44.224,3.176,0,46.48,-1.387,-30.186,-1.716,NA,1570809358.586,4.7829999923706055,0,31.221,2.24,50,-20,30.734,-3.196,Forehand,Narrow 60 MPH,NA,Down the Line
1026094,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,32.418,3.14,70.156,50.111,1.614,0,-30.186,-1.716,50,-12.73,NA,1570809360.328,1.7420001029968262,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026095,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-20.437,9.982,64.946,46.39,0.818,0,49.022,-2.959,-30.186,-1.716,NA,1570809361.602,1.2739999294281006,0,32.418,3.14,50,-12.73,31.221,2.24,Forehand,Narrow 60 MPH,NA,Down the Line
1026095,12205,89ab63cd469b0589,0,0,Ball Machine,Ball Machine,0,0,NA,0,17.859,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
1026096,12205,89ab63cd469b0589,0,0,Michael,Ball Machine,1,0,NA,-30.036,-1.544,45.704,32.646,5.12,0,47.83,-1.094,-30.186,-1.716,NA,1570809365.318,3.7160000801086426,0,0,17.859,NA,NA,32.418,3.14,Forehand,Narrow 60 MPH,NA,Cross Court
1026097,12205,89ab63cd469b0589,0,1,Ball Machine,Michael,1,0,NA,30.359,2.98,67.074,47.91,1.166,0,-33.602,-2.755,50,-8.646,NA,1570809366.885,1.566999912261963,0,NA,NA,NA,NA,NA,NA,Forehand,Narrow 60 MPH,NA,NA
